lg	pos	fst
Mme_chr01	25000	0.009935734245878127
Mme_chr01	75000	0.012449137810883637
Mme_chr01	125000	0.01096193067714174
Mme_chr01	175000	0.014249013856411679
Mme_chr01	225000	0.01299896273031986
Mme_chr01	275000	0.014400943553938804
Mme_chr01	325000	0.014635210502053922
Mme_chr01	375000	0.01316084601654436
Mme_chr01	425000	0.012638254226836681
Mme_chr01	475000	0.013513274790518908
Mme_chr01	525000	0.012100931757521036
Mme_chr01	575000	0.013236245650816384
Mme_chr01	625000	0.012003674921577103
Mme_chr01	675000	0.011614611220039478
Mme_chr01	725000	0.013280308207103787
Mme_chr01	775000	0.012189172487812632
Mme_chr01	825000	0.012857832975692126
Mme_chr01	875000	0.012232656512260336
Mme_chr01	925000	0.013297530252049246
Mme_chr01	975000	0.012758370068674224
Mme_chr01	1025000	0.012213872457969907
Mme_chr01	1075000	0.011397323289943322
Mme_chr01	1125000	0.013386255884998767
Mme_chr01	1175000	0.014631692849147122
Mme_chr01	1225000	0.02990348646524222
Mme_chr01	1275000	0.011994453803717225
Mme_chr01	1325000	0.011106021376051156
Mme_chr01	1375000	0.017164198135105748
Mme_chr01	1425000	0.013516928702167651
Mme_chr01	1475000	0.014074520888587448
Mme_chr01	1525000	0.015048759076726367
Mme_chr01	1575000	0.013162031652620065
Mme_chr01	1625000	0.00998932485308916
Mme_chr01	1675000	0.013988424108421795
Mme_chr01	1725000	0.014944219320022685
Mme_chr01	1775000	0.013170775409416585
Mme_chr01	1825000	0.015361450157470815
Mme_chr01	1875000	0.014527401290258195
Mme_chr01	1925000	0.015379354655254023
Mme_chr01	1975000	0.0122182524640804
Mme_chr01	2025000	0.011953681189883436
Mme_chr01	2075000	0.013030105086102016
Mme_chr01	2125000	0.017707398291734937
Mme_chr01	2175000	0.014364846949018248
Mme_chr01	2225000	0.012743086199611899
Mme_chr01	2275000	0.012344267763597323
Mme_chr01	2325000	0.014897117756423862
Mme_chr01	2375000	0.015854548229883688
Mme_chr01	2425000	0.020943122522789685
Mme_chr01	2475000	0.01265045004394703
Mme_chr01	2525000	0.012601962111958477
Mme_chr01	2575000	0.011381029127310266
Mme_chr01	2625000	0.012637162551780833
Mme_chr01	2675000	0.013163172146345875
Mme_chr01	2725000	0.012334717995764492
Mme_chr01	2775000	0.014887956584010651
Mme_chr01	2825000	0.012036168909950695
Mme_chr01	2875000	0.012266385152686066
Mme_chr01	2925000	0.011928190301598385
Mme_chr01	2975000	0.01328458823783825
Mme_chr01	3025000	0.012527795250546826
Mme_chr01	3075000	0.013573615800043699
Mme_chr01	3125000	0.011630481270302593
Mme_chr01	3175000	0.012172641472129566
Mme_chr01	3225000	0.014849488932767496
Mme_chr01	3275000	0.014058457373033453
Mme_chr01	3325000	0.01273929076944725
Mme_chr01	3375000	0.012969760418289795
Mme_chr01	3425000	0.012737934103114554
Mme_chr01	3475000	0.012357762103141604
Mme_chr01	3525000	0.013410396631579578
Mme_chr01	3575000	0.013794694238985205
Mme_chr01	3625000	0.013088870521037745
Mme_chr01	3675000	0.013070559411569685
Mme_chr01	3725000	0.012757098900009964
Mme_chr01	3775000	0.015615852163481155
Mme_chr01	3825000	0.013351223825571712
Mme_chr01	3875000	0.01718423820989548
Mme_chr01	3925000	0.030016411936372316
Mme_chr01	3975000	0.08485579447210538
Mme_chr01	4025000	0.08261642581552886
Mme_chr01	4075000	0.020448770275053322
Mme_chr01	4125000	0.015820912103797862
Mme_chr01	4175000	0.017664287556205135
Mme_chr01	4225000	0.01337120339799058
Mme_chr01	4275000	0.013336306132388821
Mme_chr01	4325000	0.01574734047742838
Mme_chr01	4375000	0.01783541614837499
Mme_chr01	4425000	0.013737552971248724
Mme_chr01	4475000	0.013696896780217715
Mme_chr01	4525000	0.012309300366356439
Mme_chr01	4575000	0.012232698681885992
Mme_chr01	4625000	0.014584657046428197
Mme_chr01	4675000	0.01716353240356855
Mme_chr01	4725000	0.013595000786843309
Mme_chr01	4775000	0.012194976840560924
Mme_chr01	4825000	0.01289353870885342
Mme_chr01	4875000	0.013855117835925766
Mme_chr01	4925000	0.013187903006167711
Mme_chr01	4975000	0.013096421859728062
Mme_chr01	5025000	0.012348977883557247
Mme_chr01	5075000	0.012826903779590698
Mme_chr01	5125000	0.01293712680974529
Mme_chr01	5175000	0.012608427330942478
Mme_chr01	5225000	0.011556584356443076
Mme_chr01	5275000	0.013082831353914137
Mme_chr01	5325000	0.012717396243461267
Mme_chr01	5375000	0.011716016288216426
Mme_chr01	5425000	0.014118667319347666
Mme_chr01	5475000	0.0126320952581141
Mme_chr01	5525000	0.012855898372145434
Mme_chr01	5575000	0.014003928783094036
Mme_chr01	5625000	0.012497699893234501
Mme_chr01	5675000	0.012910790704547408
Mme_chr01	5725000	0.012937971842420001
Mme_chr01	5775000	0.012649962308379965
Mme_chr01	5825000	0.012520309373003703
