Mme_chr01	0	50000	0
Mme_chr01	50000	100000	0
Mme_chr01	100000	150000	0
Mme_chr01	150000	200000	0
Mme_chr01	200000	250000	0
Mme_chr01	250000	300000	0.0494
Mme_chr01	300000	350000	0
Mme_chr01	350000	400000	0
Mme_chr01	400000	450000	0
Mme_chr01	450000	500000	0
Mme_chr01	500000	550000	0
Mme_chr01	550000	600000	0
Mme_chr01	600000	650000	0
Mme_chr01	650000	700000	0
Mme_chr01	700000	750000	0
Mme_chr01	750000	800000	0
Mme_chr01	800000	850000	0
Mme_chr01	850000	900000	0.01582
Mme_chr01	900000	950000	0.19332
Mme_chr01	950000	1000000	0.08398
Mme_chr01	1000000	1050000	0
Mme_chr01	1050000	1100000	0.0025
Mme_chr01	1100000	1150000	0.06708
Mme_chr01	1150000	1200000	0.02124
Mme_chr01	1200000	1250000	0.02438
Mme_chr01	1250000	1300000	0.02026
Mme_chr01	1300000	1350000	0
Mme_chr01	1350000	1400000	0.0239
Mme_chr01	1400000	1450000	0
Mme_chr01	1450000	1500000	0.04218
Mme_chr01	1500000	1550000	0.01478
Mme_chr01	1550000	1600000	0.06298
Mme_chr01	1600000	1650000	0.05124
Mme_chr01	1650000	1700000	0.0438
Mme_chr01	1700000	1750000	0.0999
Mme_chr01	1750000	1800000	0.068
Mme_chr01	1800000	1850000	0.14942
Mme_chr01	1850000	1900000	0.11164
Mme_chr01	1900000	1950000	0.0201
Mme_chr01	1950000	2000000	0.1329
Mme_chr01	2000000	2050000	0.1089
Mme_chr01	2050000	2100000	0.07814
Mme_chr01	2100000	2150000	0.10788
Mme_chr01	2150000	2200000	0.13846
Mme_chr01	2200000	2250000	0.1056
Mme_chr01	2250000	2300000	0.12504
Mme_chr01	2300000	2350000	0.05278
Mme_chr01	2350000	2400000	0.00716
Mme_chr01	2400000	2450000	0.04814
Mme_chr01	2450000	2500000	0.11584
Mme_chr01	2500000	2550000	0.0989
Mme_chr01	2550000	2600000	0.0404
Mme_chr01	2600000	2650000	0.06496
Mme_chr01	2650000	2700000	0.09056
Mme_chr01	2700000	2750000	0.14438
Mme_chr01	2750000	2800000	0.07192
Mme_chr01	2800000	2850000	0.1301
Mme_chr01	2850000	2900000	0.04914
Mme_chr01	2900000	2950000	0.1603
Mme_chr01	2950000	3000000	0.37196
Mme_chr01	3000000	3050000	0.18224
Mme_chr01	3050000	3100000	0.04082
Mme_chr01	3100000	3150000	0
Mme_chr01	3150000	3200000	0.0015
Mme_chr01	3200000	3250000	0.22692
Mme_chr01	3250000	3300000	0.09084
Mme_chr01	3300000	3350000	0
Mme_chr01	3350000	3400000	0.0373
Mme_chr01	3400000	3450000	0.06564
Mme_chr01	3450000	3500000	0.1717
Mme_chr01	3500000	3550000	0.24394
Mme_chr01	3550000	3600000	0.1575
Mme_chr01	3600000	3650000	0.2089
