Mme_chr03	0	50000	0.414860
Mme_chr03	50000	100000	0.418200
Mme_chr03	100000	150000	0.393120
Mme_chr03	150000	200000	0.351260
Mme_chr03	200000	250000	0.350240
Mme_chr03	250000	300000	0.363200
Mme_chr03	300000	350000	0.355640
Mme_chr03	350000	400000	0.355320
Mme_chr03	400000	450000	0.320040
Mme_chr03	450000	500000	0.350520
Mme_chr03	500000	550000	0.345060
Mme_chr03	550000	600000	0.351520
Mme_chr03	600000	650000	0.340240
Mme_chr03	650000	700000	0.354840
Mme_chr03	700000	750000	0.336880
Mme_chr03	750000	800000	0.344520
Mme_chr03	800000	850000	0.351040
Mme_chr03	850000	900000	0.357460
Mme_chr03	900000	950000	0.349060
Mme_chr03	950000	1000000	0.376220
Mme_chr03	1000000	1050000	0.333120
Mme_chr03	1050000	1100000	0.361720
Mme_chr03	1100000	1150000	0.349880
Mme_chr03	1150000	1200000	0.372900
Mme_chr03	1200000	1250000	0.355740
Mme_chr03	1250000	1300000	0.350160
Mme_chr03	1300000	1350000	0.360820
Mme_chr03	1350000	1400000	0.374560
Mme_chr03	1400000	1450000	0.360360
Mme_chr03	1450000	1500000	0.354300
Mme_chr03	1500000	1550000	0.358240
Mme_chr03	1550000	1600000	0.348180
Mme_chr03	1600000	1650000	0.363760
Mme_chr03	1650000	1700000	0.350100
Mme_chr03	1700000	1750000	0.363240
Mme_chr03	1750000	1800000	0.339160
Mme_chr03	1800000	1850000	0.341800
Mme_chr03	1850000	1900000	0.378840
Mme_chr03	1900000	1950000	0.376580
Mme_chr03	1950000	2000000	0.350940
Mme_chr03	2000000	2050000	0.368720
Mme_chr03	2050000	2100000	0.381700
Mme_chr03	2100000	2150000	0.350180
Mme_chr03	2150000	2200000	0.397160
Mme_chr03	2200000	2250000	0.392820
Mme_chr03	2250000	2300000	0.319640
Mme_chr03	2300000	2350000	0.203960
Mme_chr03	2350000	2400000	0.373160
Mme_chr03	2400000	2450000	0.398940
Mme_chr03	2450000	2500000	0.372780
Mme_chr03	2500000	2550000	0.386600
Mme_chr03	2550000	2600000	0.398100
Mme_chr03	2600000	2650000	0.389100
Mme_chr03	2650000	2700000	0.389580
Mme_chr03	2700000	2750000	0.380720
Mme_chr03	2750000	2800000	0.396680
Mme_chr03	2800000	2850000	0.385700
Mme_chr03	2850000	2900000	0.383120
Mme_chr03	2900000	2950000	0.406120
Mme_chr03	2950000	3000000	0.400060
Mme_chr03	3000000	3050000	0.383160
Mme_chr03	3050000	3100000	0.381100
Mme_chr03	3100000	3150000	0.419960
Mme_chr03	3150000	3200000	0.231460
Mme_chr03	3200000	3250000	0.417400
Mme_chr03	3250000	3300000	0.318940
Mme_chr03	3300000	3350000	0.409500
Mme_chr03	3350000	3400000	0.383320
Mme_chr03	3400000	3450000	0.425980
Mme_chr03	3450000	3500000	0.426720
Mme_chr03	3500000	3550000	0.411360
Mme_chr03	3550000	3600000	0.296060
Mme_chr03	3600000	3650000	0.384620
Mme_chr03	3650000	3700000	0.426120
Mme_chr03	3700000	3750000	0.425840
Mme_chr03	3750000	3800000	0.424040
Mme_chr03	3800000	3850000	0.378800
Mme_chr03	3850000	3900000	0.444100
Mme_chr03	3900000	3950000	0.419440
Mme_chr03	3950000	4000000	0.441000
Mme_chr03	4000000	4050000	0.429320
Mme_chr03	4050000	4100000	0.404040
Mme_chr03	4100000	4150000	0.403100
Mme_chr03	4150000	4200000	0.401300
Mme_chr03	4200000	4250000	0.429040
Mme_chr03	4250000	4300000	0.423680
Mme_chr03	4300000	4350000	0.424080
Mme_chr03	4350000	4400000	0.454500
Mme_chr03	4400000	4450000	0.429080
Mme_chr03	4450000	4500000	0.427100
Mme_chr03	4500000	4550000	0.413280
Mme_chr03	4550000	4600000	0.415780
Mme_chr03	4600000	4650000	0.400780
Mme_chr03	4650000	4700000	0.412220
Mme_chr03	4700000	4750000	0.403940
Mme_chr03	4750000	4800000	0.439980
Mme_chr03	4800000	4850000	0.420540
Mme_chr03	4850000	4900000	0.443020
Mme_chr03	4900000	4950000	0.428840
Mme_chr03	4950000	5000000	0.400100
Mme_chr03	5000000	5050000	0.442900
Mme_chr03	5050000	5100000	0.448500
Mme_chr03	5100000	5150000	0.440400
Mme_chr03	5150000	5200000	0.419100
Mme_chr03	5200000	5250000	0.404480
Mme_chr03	5250000	5300000	0.375540
Mme_chr03	5300000	5350000	0.388780
