scaffold	start	end	dxy
Mme_chr01	1	50000	0.02649539308478342
Mme_chr01	50001	100000	0.026114611060978035
Mme_chr01	100001	150000	0.02439122016876253
Mme_chr01	150001	200000	0.02497592290087482
Mme_chr01	200001	250000	0.024994871399255856
Mme_chr01	250001	300000	0.021430118873075166
Mme_chr01	300001	350000	0.022182485036578787
Mme_chr01	350001	400000	0.024668586407465037
Mme_chr01	400001	450000	0.024825566709228905
Mme_chr01	450001	500000	0.025057814561744458
Mme_chr01	500001	550000	0.023046098206468642
Mme_chr01	550001	600000	0.025377037960366264
Mme_chr01	600001	650000	0.02210793499324269
Mme_chr01	650001	700000	0.021204006308744843
Mme_chr01	700001	750000	0.022696255122828503
Mme_chr01	750001	800000	0.0227132984081474
Mme_chr01	800001	850000	0.0234146310850518
Mme_chr01	850001	900000	0.022059049971358043
Mme_chr01	900001	950000	0.02580504406355762
Mme_chr01	950001	1000000	0.02744455247007115
Mme_chr01	1000001	1050000	0.026277627842504352
Mme_chr01	1050001	1100000	0.026381824957736378
Mme_chr01	1100001	1150000	0.026344840504553754
Mme_chr01	1150001	1200000	0.02377054163930482
Mme_chr01	1200001	1250000	0.02690368891227704
Mme_chr01	1250001	1300000	0.026032700299570537
Mme_chr01	1300001	1350000	0.027034066703702033
Mme_chr01	1350001	1400000	0.026565191237678847
Mme_chr01	1400001	1450000	0.029435238010084703
Mme_chr01	1450001	1500000	0.02590884346721288
Mme_chr01	1500001	1550000	0.024868129374655032
Mme_chr01	1550001	1600000	0.022782785343445973
Mme_chr01	1600001	1650000	0.02534161996101144
Mme_chr01	1650001	1700000	0.022086152769597068
Mme_chr01	1700001	1750000	0.02682946913381403
Mme_chr01	1750001	1800000	0.024724964769486976
Mme_chr01	1800001	1850000	0.026282236503778082
Mme_chr01	1850001	1900000	0.02603465576343256
Mme_chr01	1900001	1950000	0.027654176791804867
Mme_chr01	1950001	2000000	0.0243143465318379
Mme_chr01	2000001	2050000	0.02401735318283187
Mme_chr01	2050001	2100000	0.026445095151449556
Mme_chr01	2100001	2150000	0.024078535159800102
Mme_chr01	2150001	2200000	0.024937092002331997
Mme_chr01	2200001	2250000	0.025590995486463722
Mme_chr01	2250001	2300000	0.022258457091797496
Mme_chr01	2300001	2350000	0.023887084743310392
Mme_chr01	2350001	2400000	0.02629092916982883
Mme_chr01	2400001	2450000	0.02206350023182255
Mme_chr01	2450001	2500000	0.0211433676714415
Mme_chr01	2500001	2550000	0.023753206770278753
Mme_chr01	2550001	2600000	0.025147658720217174
Mme_chr01	2600001	2650000	0.02195973152425301
Mme_chr01	2650001	2700000	0.024718869068993215
Mme_chr01	2700001	2750000	0.022492592408085533
Mme_chr01	2750001	2800000	0.019752347723056566
Mme_chr01	2800001	2850000	0.02035004990078583
Mme_chr01	2850001	2900000	0.02330431758265967
Mme_chr01	2900001	2950000	0.020512265761735798
Mme_chr01	2950001	3000000	0.02012242095821733
Mme_chr01	3000001	3050000	0.019915618869637816
Mme_chr01	3050001	3100000	0.012224252945383061
Mme_chr01	3100001	3150000	0.013933127777272224
Mme_chr01	3150001	3200000	0.02410035890831005
Mme_chr01	3200001	3250000	0.022370514614589204
Mme_chr01	3250001	3300000	0.023790056700331588
Mme_chr01	3300001	3350000	0.01995029830670478
Mme_chr01	3350001	3400000	0.018218121181798275
Mme_chr01	3400001	3450000	0.018979737739060334
Mme_chr01	3450001	3500000	0.0166087051564945
Mme_chr01	3500001	3550000	0.017684054174616493
Mme_chr01	3550001	3600000	0.01630021939521336
Mme_chr01	3600001	3650000	0.01852747033457099
Mme_chr01	3650001	3700000	0.020449628818590353
Mme_chr01	3700001	3750000	0.020159583489756078
Mme_chr01	3750001	3800000	0.020235684049229607
Mme_chr01	3800001	3850000	0.01760100519817389
Mme_chr01	3850001	3900000	0.017475021561160358
Mme_chr01	3900001	3950000	0.011855001083677518
Mme_chr01	3950001	4000000	0.0031815826307351725
Mme_chr01	4000001	4050000	0.004270974669665729
Mme_chr01	4050001	4100000	0.013303506083600137
Mme_chr01	4100001	4150000	0.0177208570893723
Mme_chr01	4150001	4200000	0.015276387787260218
Mme_chr01	4200001	4250000	0.019237406326084592
Mme_chr01	4250001	4300000	0.01743193668287515
Mme_chr01	4300001	4350000	0.019037705503597756
Mme_chr01	4350001	4400000	0.012999639036546369
Mme_chr01	4400001	4450000	0.02039242370457616
Mme_chr01	4450001	4500000	0.020619689160358022
Mme_chr01	4500001	4550000	0.021764858164801074
Mme_chr01	4550001	4600000	0.01925868696679992
Mme_chr01	4600001	4650000	0.019156413533430994
Mme_chr01	4650001	4700000	0.02235948974963617
Mme_chr01	4700001	4750000	0.0190673884299626
Mme_chr01	4750001	4800000	0.01785272903661554
Mme_chr01	4800001	4850000	0.017071996538474618
Mme_chr01	4850001	4900000	0.01446981533287249
Mme_chr01	4900001	4950000	0.018594211247067203
Mme_chr01	4950001	5000000	0.014697336849336145
Mme_chr01	5000001	5050000	0.013786151350125442
Mme_chr01	5050001	5100000	0.0162092406149054
Mme_chr01	5100001	5150000	0.018414565165645193
Mme_chr01	5150001	5200000	0.01728292310212298
Mme_chr01	5200001	5250000	0.020422956544517954
Mme_chr01	5250001	5300000	0.020284146355420904
Mme_chr01	5300001	5350000	0.018901175884176773
Mme_chr01	5350001	5400000	0.01780599827386861
Mme_chr01	5400001	5450000	0.018209238573818568
Mme_chr01	5450001	5500000	0.018109699535343443
Mme_chr01	5500001	5550000	0.02000178012604596
Mme_chr01	5550001	5600000	0.02063865028478272
Mme_chr01	5600001	5650000	0.01557810989229628
Mme_chr01	5650001	5700000	0.02034227999989729
Mme_chr01	5700001	5750000	0.018529206762314756
Mme_chr01	5750001	5800000	0.014544573073318523
Mme_chr01	5800001	5850000	0.011763020199490978
Mme_chr01	5850001	5900000	0.010061893869493736
Mme_chr01	5900001	5950000	0.005742519310373648
Mme_chr01	5950001	6000000	0.005149638138890969
Mme_chr01	6000001	6050000	0.006145557919289541
Mme_chr01	6050001	6100000	0.009270627200837454
Mme_chr01	6100001	6150000	0.009412164207016944
Mme_chr01	6150001	6200000	0.014823376641848159
Mme_chr01	6200001	6250000	0.020220539674951007
Mme_chr01	6250001	6300000	0.019735986282930523
Mme_chr01	6300001	6350000	0.018083815234103028
Mme_chr01	6350001	6400000	0.017930787416272503
Mme_chr01	6400001	6450000	0.016782101745184526
Mme_chr01	6450001	6500000	0.020820800826211485
Mme_chr01	6500001	6550000	0.022456988935418684
Mme_chr01	6550001	6600000	0.020690454428887242
Mme_chr01	6600001	6650000	0.021669163635496456
Mme_chr01	6650001	6700000	0.02212626657308024
Mme_chr01	6700001	6750000	0.017129808330112968
Mme_chr01	6750001	6800000	0.019376711506016546
Mme_chr01	6800001	6850000	0.017062705178224294
Mme_chr01	6850001	6900000	0.018572496039974355
Mme_chr01	6900001	6950000	0.017426218231457825
Mme_chr01	6950001	7000000	0.018353799328098917
Mme_chr01	7000001	7050000	0.017951815953466038
Mme_chr01	7050001	7100000	0.01660637393027873
Mme_chr01	7100001	7150000	0.018070937047045845
Mme_chr01	7150001	7200000	0.01840265538641721
Mme_chr01	7200001	7250000	0.012023935518971088
Mme_chr01	7250001	7300000	0.010007638596719014
Mme_chr01	7300001	7350000	0.01311365059079878
Mme_chr01	7350001	7400000	0.011056919024298385
Mme_chr01	7400001	7450000	0.014005992667167637
Mme_chr01	7450001	7500000	0.01592209579826524
Mme_chr01	7500001	7550000	0.0183758987077472
Mme_chr01	7550001	7600000	0.016123248472510045
Mme_chr01	7600001	7650000	0.019184333598341242
Mme_chr01	7650001	7700000	0.01817435805616697
Mme_chr01	7700001	7750000	0.01646398270379457
Mme_chr01	7750001	7800000	0.016421171047511104
Mme_chr01	7800001	7850000	0.01443196978986334
Mme_chr01	7850001	7900000	0.017750337650709
Mme_chr01	7900001	7950000	0.015845136750875212
Mme_chr01	7950001	8000000	0.016835170025300914
Mme_chr01	8000001	8050000	0.01513736706046849
Mme_chr01	8050001	8100000	0.01649406244377074
Mme_chr01	8100001	8150000	0.017266468833356925
Mme_chr01	8150001	8200000	0.008266098034507159
Mme_chr01	8200001	8250000	0.012358682351486606
Mme_chr01	8250001	8300000	0.01159313419769451
Mme_chr01	8300001	8350000	0.01349961731489981
Mme_chr01	8350001	8400000	0.012180631797054527
Mme_chr01	8400001	8450000	0.013407555220382485
Mme_chr01	8450001	8500000	0.009802379234880658
Mme_chr01	8500001	8550000	0.009461737050782923
Mme_chr01	8550001	8600000	0.00875102633728375
Mme_chr01	8600001	8650000	0.010397486365277372
Mme_chr01	8650001	8700000	0.013263975171854235
Mme_chr01	8700001	8750000	0.014799165274199924
Mme_chr01	8750001	8800000	0.015268987882988059
Mme_chr01	8800001	8850000	0.010987930997680646
Mme_chr01	8850001	8900000	0.013000513171271339
Mme_chr01	8900001	8950000	0.015867338280911334
Mme_chr01	8950001	9000000	0.01498837352942138
Mme_chr01	9000001	9050000	0.016574981594150585
Mme_chr01	9050001	9100000	0.014712525375966744
Mme_chr01	9100001	9150000	0.018915097651316205
Mme_chr01	9150001	9200000	0.013229422916705855
Mme_chr01	9200001	9250000	0.016593223781020138
Mme_chr01	9250001	9300000	0.017992594020907353
Mme_chr01	9300001	9350000	0.013776163015008315
Mme_chr01	9350001	9400000	0.008899343055772783
Mme_chr01	9400001	9450000	0.00906988274946689
Mme_chr01	9450001	9500000	0.01634382745096774
Mme_chr01	9500001	9550000	0.017422102653101033
Mme_chr01	9550001	9600000	0.014224771106358192
Mme_chr01	9600001	9650000	0.013520334935299255
Mme_chr01	9650001	9700000	0.014817880197491338
Mme_chr01	9700001	9750000	0.01557608658959508
Mme_chr01	9750001	9800000	0.01428818995976328
Mme_chr01	9800001	9850000	0.014095425177832136
Mme_chr01	9850001	9900000	0.011726937902335734
Mme_chr01	9900001	9950000	0.010717934834774467
Mme_chr01	9950001	10000000	0.013031639855685442
Mme_chr01	10000001	10050000	0.013908225728387664
Mme_chr01	10050001	10100000	0.01911399496640487
Mme_chr01	10100001	10150000	0.011722894202201843
Mme_chr01	10150001	10200000	0.010411610274336817
Mme_chr01	10200001	10250000	0.01104658079526784
Mme_chr01	10250001	10300000	0.017119056326394964
Mme_chr01	10300001	10350000	0.015575904376846745
Mme_chr01	10350001	10400000	0.013906184205273495
Mme_chr01	10400001	10450000	0.013548407079301375
Mme_chr01	10450001	10500000	0.018288658200275313
Mme_chr01	10500001	10550000	0.014206066999432805
Mme_chr01	10550001	10600000	0.015230256291205755
Mme_chr01	10600001	10650000	0.015511351036195373
Mme_chr01	10650001	10700000	0.010894332098783842
Mme_chr01	10700001	10750000	0.011942467202410779
Mme_chr01	10750001	10800000	0.015243989951979522
Mme_chr01	10800001	10850000	0.012009265788743674
Mme_chr01	10850001	10900000	0.01173665028398873
Mme_chr01	10900001	10950000	0.011302843391238826
Mme_chr01	10950001	11000000	0.0147084640302693
Mme_chr01	11000001	11050000	0.011653592718556672
Mme_chr01	11050001	11100000	0.012820820374419992
Mme_chr01	11100001	11150000	0.014351461262668265
Mme_chr01	11150001	11200000	0.015612866044979112
Mme_chr01	11200001	11250000	0.019980202585730508
Mme_chr01	11250001	11300000	0.015144274598053993
Mme_chr01	11300001	11350000	0.015632114701203226
Mme_chr01	11350001	11400000	0.01722992309752318
Mme_chr01	11400001	11450000	0.014938541863047553
Mme_chr01	11450001	11500000	0.011602080144256371
Mme_chr01	11500001	11550000	0.009388141151038108
Mme_chr01	11550001	11600000	0.01309008895875484
Mme_chr01	11600001	11650000	0.01122813648494244
Mme_chr01	11650001	11700000	0.010775101953231192
Mme_chr01	11700001	11750000	0.010817606908987913
Mme_chr01	11750001	11800000	0.014528374103954132
Mme_chr01	11800001	11850000	0.01649140828030787
Mme_chr01	11850001	11900000	0.014138339578422577
Mme_chr01	11900001	11950000	0.012855104570315192
Mme_chr01	11950001	12000000	0.015402272389006157
Mme_chr01	12000001	12050000	0.01271418431537301
Mme_chr01	12050001	12100000	0.014657909952110918
Mme_chr01	12100001	12150000	0.015622983340371386
Mme_chr01	12150001	12200000	0.018735195576175357
Mme_chr01	12200001	12250000	0.010762996324212177
Mme_chr01	12250001	12300000	0.01704634195191815
Mme_chr01	12300001	12350000	0.018601532090200584
Mme_chr01	12350001	12400000	0.014399534537352616
Mme_chr01	12400001	12450000	0.01685366525232255
Mme_chr01	12450001	12500000	0.014675809869224404
Mme_chr01	12500001	12550000	0.018334394064337792
Mme_chr01	12550001	12600000	0.017080011460589132
Mme_chr01	12600001	12650000	0.015448579919529587
Mme_chr01	12650001	12700000	0.016836832706119277
Mme_chr01	12700001	12750000	0.017242527591483547
Mme_chr01	12750001	12800000	0.01664497386185189
Mme_chr01	12800001	12850000	0.01945731293759971
Mme_chr01	12850001	12900000	0.018514059918946616
Mme_chr01	12900001	12950000	0.019030553454176768
Mme_chr01	12950001	13000000	0.01870432824280981
Mme_chr01	13000001	13050000	0.01640541143723091
Mme_chr01	13050001	13100000	0.017970556470090673
Mme_chr01	13100001	13150000	0.01768655856913507
Mme_chr01	13150001	13200000	0.010460169674673074
Mme_chr01	13200001	13250000	0.0012881503807870385
Mme_chr01	13250001	13300000	0.0006777703459125526
Mme_chr01	13300001	13350000	0.0008873275025009226
Mme_chr01	13350001	13400000	0.0006863727761273872
Mme_chr01	13400001	13450000	0.0006235034446559772
Mme_chr01	13450001	13500000	0.0006909902119198944
Mme_chr01	13500001	13550000	0.0006201458260758874
Mme_chr01	13550001	13600000	0.0007625260001975059
Mme_chr01	13600001	13650000	0.0006960705469416646
Mme_chr01	13650001	13700000	0.0008952644305869451
Mme_chr01	13700001	13750000	0.0012181257206047961
Mme_chr01	13750001	13800000	0.0016313797861065866
Mme_chr01	13800001	13850000	0.0017197553854903138
Mme_chr01	13850001	13900000	0.0016389202603292734
Mme_chr01	13900001	13950000	0.0016640097330439074
Mme_chr01	13950001	14000000	0.002431084117482614
Mme_chr01	14000001	14050000	0.002956734066941897
Mme_chr01	14050001	14100000	0.0024466592201353747
Mme_chr01	14100001	14150000	0.002992564511428049
Mme_chr01	14150001	14200000	0.00217155259553125
Mme_chr01	14200001	14250000	0.001997106480866674
Mme_chr01	14250001	14300000	0.0023903170700837724
Mme_chr01	14300001	14350000	0.003166628466923614
Mme_chr01	14350001	14400000	0.003720373389130383
Mme_chr01	14400001	14450000	0.003865488422091994
Mme_chr01	14450001	14500000	0.006141281421661983
Mme_chr01	14500001	14550000	0.010706404479776502
Mme_chr01	14550001	14600000	0.011208053259641545
Mme_chr01	14600001	14650000	0.012105869661271527
Mme_chr01	14650001	14700000	0.012827622458948518
Mme_chr01	14700001	14750000	0.014289888508079747
Mme_chr01	14750001	14800000	0.017893134819099207
Mme_chr01	14800001	14850000	0.01712330048493695
Mme_chr01	14850001	14900000	0.017183329314524445
Mme_chr01	14900001	14950000	0.016021982245170263
Mme_chr01	14950001	15000000	0.01871090387454264
Mme_chr01	15000001	15050000	0.014346871862525548
Mme_chr01	15050001	15100000	0.01597887998287455
Mme_chr01	15100001	15150000	0.021211001914461656
Mme_chr01	15150001	15200000	0.02109435151748968
Mme_chr01	15200001	15250000	0.019480302917745024
Mme_chr01	15250001	15300000	0.02085430435501779
Mme_chr01	15300001	15350000	0.024855015700209145
Mme_chr01	15350001	15400000	0.01529456482253901
Mme_chr01	15400001	15450000	0.01664718567788737
Mme_chr01	15450001	15500000	0.020402808338315852
Mme_chr01	15500001	15550000	0.021230328894346683
Mme_chr01	15550001	15600000	0.027404845954341256
Mme_chr01	15600001	15650000	0.02375578811931252
Mme_chr01	15650001	15700000	0.027186189881590734
Mme_chr01	15700001	15750000	0.025774657185176353
Mme_chr01	15750001	15800000	0.020799239000141127
Mme_chr01	15800001	15850000	0.02304385701610858
Mme_chr01	15850001	15900000	0.024892145485374904
Mme_chr01	15900001	15950000	0.0240544880991389
Mme_chr01	15950001	16000000	0.023974048306254426
Mme_chr01	16000001	16050000	0.02663540392165863
Mme_chr01	16050001	16100000	0.0213621021546574
Mme_chr01	16100001	16150000	0.022492228258069784
Mme_chr01	16150001	16200000	0.019573280552391922
Mme_chr01	16200001	16250000	0.028555203383558426
Mme_chr01	16250001	16300000	0.0211501076997166
Mme_chr01	16300001	16350000	0.020633806859408323
