chromo	col1	col2	avg_dep	n_snps
1	0	50000	37.96296296296296	27
1	50000	100000	41.888888888888886	54
1	100000	150000	43.483870967741936	31
1	150000	200000	42.63333333333333	90
1	200000	250000	44.53030303030303	66
1	250000	300000	49.23076923076923	26
1	300000	350000	43.7875	80
1	350000	400000	42.41428571428571	70
1	400000	450000	43.174311926605505	109
1	450000	500000	42.205882352941174	102
1	500000	550000	42.81395348837209	129
1	550000	600000	46.54950495049505	202
1	600000	650000	45.36231884057971	276
1	650000	700000	47.05792682926829	328
1	700000	750000	44.755656108597286	221
1	750000	800000	45.225352112676056	284
1	800000	850000	43.97560975609756	205
1	850000	900000	45.345195729537366	281
1	900000	950000	46.37463976945245	347
1	950000	1000000	46.823008849557525	113
1	1000000	1050000	35.89655172413793	29
1	1050000	1100000	37.833333333333336	12
1	1100000	1150000	41.19565217391305	46
1	1150000	1200000	40.06666666666667	30
1	1200000	1250000	31.6	5
1	1250000	1300000	29.5	2
1	1300000	1350000	42.61538461538461	26
1	1350000	1400000	40.76	25
1	1400000	1450000	42.1764705882353	51
1	1450000	1500000	49.78378378378378	37
1	1500000	1550000	40.142857142857146	14
1	1550000	1600000	38.32258064516129	31
1	1600000	1650000	43.27272727272727	11
1	1650000	1700000	43.73809523809524	84
1	1700000	1750000	39.63636363636363	33
1	1750000	1800000	39.92397660818713	171
1	1800000	1850000	37.050632911392405	79
1	1850000	1900000	42.040650406504064	123
1	1900000	1950000	41.355555555555554	90
1	1950000	2000000	41.10344827586207	58
1	2000000	2050000	39.464285714285715	56
1	2050000	2100000	38.333333333333336	24
1	2100000	2150000	40.32142857142857	28
1	2150000	2200000	42.904761904761905	84
1	2200000	2250000	41.638888888888886	36
1	2250000	2300000	46.56363636363636	55
1	2300000	2350000	40.09090909090909	22
1	2350000	2400000	41.06521739130435	46
1	2400000	2450000	41.15384615384615	26
1	2450000	2500000	42.34394904458599	157
1	2500000	2550000	41.44736842105263	76
1	2550000	2600000	41.61764705882353	34
1	2600000	2650000	42.903225806451616	62
1	2650000	2700000	43.80165289256198	242
1	2700000	2750000	44.5625	224
1	2750000	2800000	41.45283018867924	212
1	2800000	2850000	46.41530054644809	183
1	2850000	2900000	39.357142857142854	126
1	2900000	2950000	46.07516339869281	306
1	2950000	3000000	44.66115702479339	363
1	3000000	3050000	44.61329305135952	331
1	3050000	3100000	46.05107526881721	372
1	3100000	3150000	47.28648648648649	370
1	3150000	3200000	45.42599277978339	277
1	3200000	3250000	46.41479099678457	311
1	3250000	3300000	40.92746113989637	193
1	3300000	3350000	47.9973544973545	378
1	3350000	3400000	48.192200557103064	359
1	3400000	3450000	44.820422535211264	284
1	3450000	3500000	50.96551724137931	377
1	3500000	3550000	45.3904282115869	397
1	3550000	3600000	49.14093959731544	447
1	3600000	3650000	45.4277108433735	332
1	3650000	3700000	46.97256097560975	328
1	3700000	3750000	47.20612813370474	359
1	3750000	3800000	46.75433526011561	346
1	3800000	3850000	48.678474114441414	367
1	3850000	3900000	49.63205417607224	443
1	3900000	3950000	55.040650406504064	492
1	3950000	4000000	60.689655172413794	203
1	4000000	4050000	57.88412017167382	233
1	4050000	4100000	49.12236286919831	237
1	4100000	4150000	47.46229508196721	305
1	4150000	4200000	48.3864118895966	471
1	4200000	4250000	48.61281337047354	359
1	4250000	4300000	48.95639534883721	344
1	4300000	4350000	44.741444866920155	263
1	4350000	4400000	50.58695652173913	322
1	4400000	4450000	50.9238845144357	381
1	4450000	4500000	49.549632352941174	544
1	4500000	4550000	49.032679738562095	306
